Country,State,Year,Crop Category,Season,Crop Name,"Area (UOM:Ha(Hectare)), Scaling Factor:1000","Production (UOM:t(Tonne)), Scaling Factor:1000","Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,6.297,13.454,2136.562
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,0.041,0.11,2680
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,6.299,13.454,2135.883
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,0.041,0.11,2680
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,0.002,0,100
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,6.256,13.344,2133
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,0.002,0,100
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,0.644,0.262,407.194
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,0.232,0.097,420
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,0.644,0.262,407.194
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,0.413,0.165,400
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,0.006,0.003,550
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,31,70.711,2281
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,1699,4778.454,2812.51
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,203,567.214,2794.158
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,1981,4896.066,2471.512
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Jowar,3,3.996,1332
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Kulthi (Horse Gram),3,1,333.333
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,114,433.998,3807
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,11,4.543,413
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,5,3,600
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,282,117.612,417.064
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Ragi,33,39.501,1197
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,1496,4211.24,2815
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,22,19.008,864
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,231,83.853,363
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Urad,32,25.216,788
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,1131.5,5425.972,4795.38
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Coarse Cereals,304,1754.355,5770.905
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,2093.5,6402.974,3058.502
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Gram,469,532.784,1136
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Jowar,117,407.394,3482
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Kulthi (Horse Gram),23,13,565.217
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Maize,187,1346.961,7203
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,94,76.516,814
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Other Pulses,15,15,1000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,962,977.001,1015.594
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,827.5,3671.618,4437
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,361,339.701,941
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,16,6.464,404
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,746,540.104,724
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,4,1.82,455
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,806.001,561.338,696.448
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,36.001,8.712,241.993
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,2,3.088,1544
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sunflower,2,1.15,575
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Groundnut,124,234.98,1895
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,136,243.261,1788.684
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Safflower,1,0.49,490
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,10,7.15,715
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,606,272.094,449
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,1,1.88,1880
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Mesta,1,1.88,1880
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,1,0.641,641
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,55,4138.64,75248
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,201.315,337.323,1675.597
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,68.045,90.906,1335.976
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,207.787,343.525,1653.255
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,41.228,63.285,1535
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,1.319,1.364,1034
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,4.003,3.786,945.791
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,6.472,6.202,958.297
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,133.27,246.416,1849
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,26.817,27.622,1030
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Urad,1.15,1.052,915
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barley,0.015,0.015,1000
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,14.363,25.448,1771.793
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Coarse Cereals,9.938,17.043,1714.919
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,21.254,33.544,1578.239
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Maize,9.923,17.028,1716
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Masur,0.454,0.36,793
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Other Pulses,4.981,6.316,1268.018
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,6.891,8.096,1174.811
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,0.495,0.663,1340
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,1.456,1.42,975
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,3.93,7.742,1970
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,0.924,0.915,990
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,6.698,7.724,1153.172
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,2.06,1.854,900
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,3.139,4.476,1426
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sunflower,0.575,0.479,833
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,28.865,29.589,1025.096
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Safflower,0.575,0.479,833
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,28.29,29.11,1029
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,2.151,46.438,21589
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,2026.572,4294.261,2118.978
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,46.127,151.17,3277.251
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,2032.609,4299.428,2115.226
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,41.154,147.907,3594
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,6.037,5.168,856
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,1980.445,4143.091,2092
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,4.973,3.262,656
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,6.037,5.168,856
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,389.367,1084.553,2785.426
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,525.633,1188.083,2260.289
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Gram,2.089,1.544,739
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Masur,23.268,16.962,729
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,10.905,8.582,787
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Others,15.831,14.09,890.026
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Peas,27.984,25.772,920.955
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,136.266,103.529,759.76
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,380.025,1071.67,2820
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,56.189,36.579,651
India,Assam,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,9.342,12.883,1379
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,0.687,0.312,454
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,5.563,3.149,566
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,18.378,11.635,633.085
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,12.128,8.174,674
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,4.92,3.026,615
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,291.273,188.296,646.459
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,0.759,0.067,88
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute,62.879,139.277,2215
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,65.997,142.959,2166.149
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Mesta,3.118,3.682,1181
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,286.353,185.27,647
India,Assam,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,30.496,1093.129,35845
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,4.219,4.784,0
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,3165.789,6846.211,2162.561
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,203.99,235.476,1154.35
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,3207.811,6892.516,2148.666
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Ghaghra,0.439,0.426,970.387
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Jowar,1.225,1.307,1067
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Kulthi (Horse Gram),6.924,6.347,916.667
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,193.607,225.165,1163
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,6.979,4.788,686
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,2.511,1.888,751.892
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,42.022,46.305,1101.917
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Ragi,2.765,2.583,934
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,2961.799,6610.735,2232
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,2.174,1.637,753
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,14.603,23.452,1606
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Urad,10.566,9.404,890
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barley,7.559,14.385,1903
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,2744.703,8159.526,2972.827
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Coarse Cereals,463.139,1873.607,4045.452
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,3151.615,8490.07,2693.879
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Gram,51.805,54.499,1052
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Khesari,39.524,42.8,1082.886
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Maize,455.58,1859.222,4081
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Masur,136.532,124.517,912
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,159.454,88.338,554
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Others,0.957,0.961,1004.18
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Peas,18.64,19.429,1042.328
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,406.912,330.544,812.322
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,59.061,136.254,2307
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,2222.503,6149.666,2767
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,0.078,0.076,974
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,0.779,0.795,1021
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,27.825,14.711,528.681
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,1.142,0.998,874
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,24.756,11.437,462
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sunflower,1.07,1.404,1312
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,6.372,5.403,848
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,87.443,109.426,1251.393
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Safflower,0.091,0.074,813
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,5.843,8.449,1446
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute,42.479,111.295,2620
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,55.337,141.743,2561.446
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Mesta,12.858,30.448,2368
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,75.137,95.499,1271
India,Bihar,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,221.119,12109.803,54766
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,0.088,0.464,5272.727
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,0.008,0.024,3000
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,0.088,0.464,5272.727
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,0.008,0.024,3000
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,0.08,0.44,5500
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,0.546,2.457,4500
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,0.546,2.457,4500
India,Chandigarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,0.546,2.457,4500
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,0.04,0.021,0
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Barbati,3.3,1.17,354.545
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,3997.09,7528.653,1883.533
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,206.09,367.454,1782.976
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,4156.87,7599.662,1828.217
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Jowar,2.06,2.732,1326
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Kulthi (Horse Gram),25.48,10.74,421.507
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,113.89,341.214,2996
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,3.94,1.73,439
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moth or peas or Beans,0.54,0.17,314.815
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,159.78,71.01,444.42
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Ragi,5.48,1.655,302
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,3791,7161.199,1889
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,84.62,21.832,258
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,45.36,27.171,599
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Urad,81.16,30.029,370
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barbati,0.6,0.21,350
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barley,1.43,0.992,694
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Beans and Others,0.11,0.04,363.636
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,161.56,249.354,1543.415
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Coarse Cereals,1.43,0.992,694
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,647.58,625.86,966.46
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Gram,301.59,267.51,887
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Kulthi (Horse Gram),0.15,0.06,400
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Lakh Or Khesari,152.32,95.96,629.989
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Masur,14.41,5.822,404
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,4.12,1.475,358
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Peas,10.67,4.63,433.927
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,486.02,376.506,774.673
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,2.05,0.799,390
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,160.13,248.362,1551
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,,0,
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,20.75,31.623,1524
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,45.94,9.556,208
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,149.217,97.826,1216.316
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,13.632,6.080,1046
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,68.88,50.558,734
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sunflower,0.01,0.007,702
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,12.82,4.923,384
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,49.109,23.677,682.127
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Safflower,0.069,0.028,408
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Sunflower,,0,
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,4.2,1.428,340
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,0.66,0.236,358
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Mesta,0.66,0.236,358
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,36.22,18.726,717
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,31.55,1756.388,55670
India,Delhi,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,1.325,5.34,640
India,Delhi,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,10.468,28.01,2675.803
India,Delhi,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,4.297,8.263,1922.993
